entity	int
Q19950727	5096
Q755149	5097
Q213140	5098
Q16837407	5099
Q49700963	5100
Q1138378	5101
Q6847085	5102
Q3571908	5103
Q7423242	5104
Q159778	5105
Q16204167	5106
Q1372167	5107
Q494134	5108
Q6938050	5109
Q7166195	5110
Q5897106	5111
Q5325322	5112
Q5504038	5113
Q660606	5114
Q23541220	5115
Q406972	5116
Q5254260	5117
Q190117	5118
Q7892471	5119
Q10751894	5120
Q156177	5121
Q4962666	5122
Q484876	5123
Q3077988	5124
Q149566	5125
Q868772	5126
Q11663	5127
Q2739353	5128
Q506230	5129
Q1003641	5130
Q4851619	5131
Q716875	5132
Q843431	5133
Q986168	5134
Q4274300	5135
Q11669	5136
Q3773752	5137
Q170329	5138
Q5289916	5139
Q17465755	5140
Q16226957	5141
Q7428188	5142
Q410053	5143
Q3813569	5144
Q463640	5145
Q1722959	5146
Q1073221	5147
Q4644193	5148
Q7248321	5149
Q48739993	5150
Q16211592	5151
Q215392	5152
Q2333643	5153
Q4816618	5154
Q61985863	5155
Q17077936	5156
Q21290332	5157
Q506451	5158
Q973957	5159
Q289	5160
Q485561	5161
Q16950029	5162
Q180816	5163
Q1754267	5164
Q6117936	5165
Q608132	5166
Q3813763	5167
Q986200	5168
Q486398	5169
Q6868253	5170
Q7244288	5171
Q2458211	5172
Q668519	5173
Q889935	5174
Q1050891	5175
Q3355	5176
Q2269863	5177
Q41087	5178
Q60747237	5179
Q716346	5180
Q372297	5181
Q7021239	5182
Q16969982	5183
Q6828041	5184
Q438946	5185
Q660121	5186
Q4906910	5187
Q1672300	5188
Q222787	5189
Q4742600	5190
Q3444675	5191
Q628179	5192
Q6173708	5193
Q6237101	5194
Q7187022	5195
Q464251	5196
Q40912	5197
Q502319	5198
Q458749	5199
Q1753811	5200
Q2938060	5201
Q2452212	5202
Q200885	5203
Q1476337	5204
Q5018344	5205
Q15731012	5206
Q1425838	5207
Q79461	5208
Q720558	5209
Q28856068	5210
Q1109967	5211
Q2679005	5212
Q192083	5213
Q194360	5214
Q178166	5215
Q1507840	5216
Q501163	5217
Q2735242	5218
Q533415	5219
Q1283606	5220
Q1075788	5221
Q12152	5222
Q359663	5223
Q180342	5224
Q19968835	5225
Q630985	5226
Q7109428	5227
Q4679174	5228
Q34495137	5229
Q5224728	5230
Q165518	5231
Q7442159	5232
Q234773	5233
Q250545	5234
Q20973942	5235
Q60750242	5236
Q984191	5237
Q3446792	5238
Q193052	5239
Q5098157	5240
Q7348053	5241
Q97049	5242
Q6174398	5243
Q7644907	5244
Q297221	5245
Q503577	5246
Q2346099	5247
Q5076629	5248
Q7048171	5249
Q5525722	5250
Q3196830	5251
Q209380	5252
Q59660356	5253
Q811595	5254
Q434890	5255
Q2915859	5256
Q170530	5257
Q7171798	5258
Q2155447	5259
Q623935	5260
Q800074	5261
Q462177	5262
Q210427	5263
Q2526840	5264
Q3502403	5265
Q4791225	5266
Q136209	5267
Q5528805	5268
Q1011547	5269
Q59600568	5270
Q23661	5271
Q92561	5272
Q160009	5273
Q47716	5274
Q2505734	5275
Q755309	5276
Q5303468	5277
Q19867977	5278
Q376150	5279
Q2002043	5280
Q39450	5281
Q19217	5282
Q18631327	5283
Q1180	5284
Q4492609	5285
Q29647176	5286
Q474242	5287
Q1067861	5288
Q28223932	5289
Q30002	5290
Q18389496	5291
Q19665231	5292
Q500035	5293
Q552806	5294
Q672170	5295
Q1423218	5296
Q7786750	5297
Q171567	5298
Q5020892	5299
Q9694	5300
Q8663	5301
Q986314	5302
Q45578	5303
Q21621315	5304
Q1382305	5305
Q37830405	5306
Q526620	5307
Q902134	5308
Q720324	5309
Q60588820	5310
Q2495353	5311
Q248	5312
Q7824270	5313
Q731067	5314
Q3099292	5315
Q3240869	5316
Q732649	5317
Q316187	5318
Q1381654	5319
Q17180725	5320
Q21066626	5321
Q7163987	5322
Q715587	5323
Q139680	5324
Q2695156	5325
Q36767	5326
Q3790486	5327
Q28198	5328
Q796579	5329
Q487353	5330
Q13562359	5331
Q1190137	5332
Q985348	5333
Q859501	5334
Q466586	5335
Q31213323	5336
Q542900	5337
Q3757953	5338
Q1920795	5339
Q699872	5340
Q188792	5341
Q15679550	5342
Q489214	5343
Q5265143	5344
Q1062835	5345
Q188698	5346
Q986641	5347
Q3246511	5348
Q218279	5349
Q219512	5350
Q201279	5351
Q1000222	5352
Q5245710	5353
Q695411	5354
Q13221624	5355
Q152672	5356
Q7749665	5357
Q25110072	5358
Q1000166	5359
Q16233851	5360
Q7013416	5361
Q274469	5362
Q212413	5363
Q2919418	5364
Q1531184	5365
Q5203647	5366
Q1007870	5367
Q864106	5368
Q217527	5369
Q898372	5370
Q19880865	5371
Q3807503	5372
Q514710	5373
Q1066028	5374
Q272929	5375
Q30060572	5376
Q1968039	5377
Q628004	5378
Q281079	5379
Q51993	5380
Q836615	5381
Q18681625	5382
Q17035148	5383
Q621549	5384
Q2291273	5385
Q20631011	5386
Q7088045	5387
Q83364	5388
Q496501	5389
Q213665	5390
Q5525555	5391
Q984834	5392
Q1061312	5393
Q708089	5394
Q80859	5395
Q7628615	5396
Q50099212	5397
Q4964312	5398
Q152977	5399
Q1440150	5400
Q1013261	5401
Q2537117	5402
Q47287	5403
Q60529642	5404
Q108072	5405
Q39235	5406
Q1068034	5407
Q28137118	5408
Q113892	5409
Q542707	5410
Q5284438	5411
Q200768	5412
Q14951121	5413
Q749316	5414
Q234453	5415
Q4934107	5416
Q3309248	5417
Q8027162	5418
Q23215	5419
Q164060	5420
Q7172329	5421
Q7127596	5422
Q1086351	5423
Q2978742	5424
Q1885153	5425
Q40128320	5426
Q12585	5427
Q960774	5428
Q43332	5429
Q203807	5430
Q7338847	5431
Q153481	5432
Q15272687	5433
Q678551	5434
Q4900149	5435
Q16233231	5436
Q5461315	5437
Q7310759	5438
Q212252	5439
Q7060413	5440
Q807704	5441
Q141180	5442
Q61473337	5443
Q5461376	5444
Q5475344	5445
Q1043283	5446
Q52717515	5447
Q7060053	5448
Q16241295	5449
Q42182	5450
Q5440529	5451
Q39069563	5452
Q20090484	5453
Q2636981	5454
Q4943480	5455
Q2603777	5456
Q20709857	5457
Q7611025	5458
Q5369972	5459
Q25280	5460
Q28132610	5461
Q494912	5462
Q16980657	5463
Q1520966	5464
Q20090345	5465
Q6669142	5466
Q7080918	5467
Q1635722	5468
Q3453599	5469
Q1064791	5470
Q772640	5471
Q2927647	5472
Q2468314	5473
Q3052772	5474
Q191954	5475
Q193513	5476
Q4791426	5477
Q2913791	5478
Q124381	5479
Q6078	5480
Q75646	5481
Q665826	5482
Q19358484	5483
Q25369	5484
Q1325591	5485
Q913209	5486
Q183048	5487
Q537749	5488
Q434509	5489
Q47170	5490
Q1635006	5491
Q320578	5492
Q45772	5493
Q7690040	5494
Q15211381	5495
Q193815	5496
Q6266	5497
Q21855507	5498
Q17504	5499
Q960553	5500
Q645710	5501
Q62378	5502
Q7320925	5503
Q56315722	5504
Q5461179	5505
Q7391404	5506
Q294240	5507
Q167155	5508
Q28151660	5509
Q41788679	5510
Q3358100	5511
Q1977635	5512
Q4703783	5513
Q5979075	5514
Q983600	5515
Q1769542	5516
Q7942	5517
Q16226579	5518
Q352668	5519
Q969026	5520
Q122614	5521
Q486352	5522
Q1938508	5523
Q2743297	5524
Q1140141	5525
Q3001105	5526
Q60745576	5527
Q4818639	5528
Q591672	5529
Q6701962	5530
Q79842	5531
Q50840284	5532
Q10708	5533
Q27894574	5534
Q66086	5535
Q4636	5536
Q3492277	5537
Q287589	5538
Q4767301	5539
Q8682	5540
Q2883533	5541
Q4781944	5542
Q156238	5543
Q1729888	5544
Q3240396	5545
Q423037	5546
Q10304982	5547
Q5176750	5548
Q58217	5549
Q71	5550
Q28549308	5551
Q988934	5552
Q494541	5553
Q14951001	5554
Q235034	5555
Q1543209	5556
Q217	5557
Q1908566	5558
Q528187	5559
Q6824972	5560
Q1321054	5561
Q736586	5562
Q686201	5563
Q44176	5564
Q6781245	5565
Q156350	5566
Q4666605	5567
Q2273185	5568
Q7568214	5569
Q5336657	5570
Q2705887	5571
Q176577	5572
Q16568576	5573
Q21622022	5574
Q466190	5575
Q1455289	5576
Q6023438	5577
Q1337459	5578
Q1703389	5579
Q21296543	5580
Q26837685	5581
Q5483582	5582
Q973587	5583
Q38154474	5584
Q16198682	5585
Q171224	5586
Q339	5587
Q390698	5588
Q9960	5589
Q52246955	5590
Q786713	5591
Q852665	5592
Q174346	5593
Q7371124	5594
Q7432625	5595
Q5152868	5596
Q310155	5597
Q60519420	5598
Q1086682	5599
Q21621662	5600
Q7291699	5601
Q29739	5602
Q123630	5603
Q2926405	5604
Q698948	5605
Q1374487	5606
Q121571	5607
Q5084133	5608
Q711976	5609
Q19900	5610
Q55137587	5611
Q7431920	5612
Q963597	5613
Q959924	5614
Q577939	5615
Q514660	5616
Q17916987	5617
Q594227	5618
Q509485	5619
Q16999334	5620
Q1000592	5621
Q2852937	5622
Q2923772	5623
Q120649	5624
Q30612959	5625
Q2433298	5626
Q94275	5627
Q29077263	5628
Q318471	5629
Q61651140	5630
Q180046	5631
Q7030302	5632
Q2129	5633
Q4965386	5634
Q1118566	5635
Q284876	5636
Q18150372	5637
Q29559684	5638
Q267129	5639
Q8698	5640
Q8071921	5641
Q165613	5642
Q6714458	5643
Q6499739	5644
Q1192147	5645
Q7018970	5646
Q3572131	5647
Q2920358	5648
Q60792050	5649
Q4986034	5650
Q7082369	5651
Q7139410	5652
Q2550683	5653
Q6397505	5654
Q3615392	5655
Q15459203	5656
Q3008553	5657
Q470273	5658
Q862896	5659
Q3344199	5660
Q1145270	5661
Q466956	5662
Q4852844	5663
Q80978	5664
Q489921	5665
Q328840	5666
Q6767270	5667
Q5447599	5668
Q16233797	5669
Q644357	5670
Q501758	5671
Q55623342	5672
Q1030184	5673
Q30632900	5674
Q270669	5675
Q1762867	5676
Q6428	5677
Q55885925	5678
Q495043	5679
Q3564794	5680
Q1024445	5681
Q17120958	5682
Q1033379	5683
Q15946610	5684
Q6132965	5685
Q441528	5686
Q463094	5687
Q16240152	5688
Q16239757	5689
Q727928	5690
Q163249	5691
Q585894	5692
Q440066	5693
Q998596	5694
Q21151575	5695
Q3731504	5696
Q494757	5697
Q17403435	5698
Q5213452	5699
Q3326291	5700
Q2060485	5701
Q313039	5702
Q19963503	5703
Q1822266	5704
Q1563220	5705
Q7889620	5706
Q7186875	5707
Q26936286	5708
Q5338720	5709
Q5211353	5710
Q2653964	5711
Q3110173	5712
Q36747	5713
Q6317338	5714
Q93288	5715
Q725046	5716
Q631186	5717
Q502483	5718
Q471880	5719
Q378527	5720
Q3511885	5721
Q5185866	5722
Q16861	5723
Q23109	5724
Q2029674	5725
Q6777442	5726
Q21014214	5727
Q3191342	5728
Q1071822	5729
Q2907160	5730
Q465283	5731
Q11153	5732
Q3642692	5733
Q466835	5734
Q1752787	5735
Q2288728	5736
Q49111	5737
Q14715519	5738
Q175062	5739
Q55616466	5740
Q717045	5741
Q33866	5742
Q2075426	5743
Q10863578	5744
Q13563724	5745
Q698752	5746
Q3233801	5747
Q46040	5748
Q1317442	5749
Q160082	5750
Q34221	5751
Q4954892	5752
Q7515808	5753
Q56651156	5754
Q596021	5755
Q16969866	5756
Q864855	5757
Q172457	5758
Q152061	5759
Q491148	5760
Q179757	5761
Q889751	5762
Q5577745	5763
Q12404065	5764
Q2503871	5765
Q813867	5766
Q555861	5767
Q51787	5768
Q15911723	5769
Q1089199	5770
Q1176561	5771
Q1355676	5772
Q952565	5773
Q9005	5774
Q3066720	5775
Q1754	5776
Q719697	5777
Q557730	5778
Q5620734	5779
Q2407490	5780
Q7222402	5781
Q499092	5782
Q5095567	5783
Q5570163	5784
Q28114235	5785
Q188628	5786
Q2046019	5787
Q22279	5788
Q1681008	5789
Q201705	5790
Q7795	5791
Q7582332	5792
Q72539	5793
Q7020552	5794
Q4791280	5795
Q220536	5796
Q891163	5797
Q2443384	5798
Q1190590	5799
Q852684	5800
Q52290003	5801
Q318503	5802
Q7297378	5803
Q10520	5804
Q1936429	5805
Q1012089	5806
Q3507268	5807
Q19881029	5808
Q603908	5809
Q3313521	5810
Q1701747	5811
Q5239766	5812
Q1658460	5813
Q18154984	5814
Q3438398	5815
Q1902511	5816
Q7306289	5817
Q1176154	5818
Q7110584	5819
Q387047	5820
Q1055390	5821
Q630566	5822
Q547645	5823
Q5002395	5824
Q424	5825
Q22006775	5826
Q29426	5827
Q1193251	5828
Q2383221	5829
Q1507298	5830
Q798428	5831
Q6772475	5832
Q56248862	5833
Q331104	5834
Q917131	5835
Q4916058	5836
Q7903503	5837
Q19849215	5838
Q255381	5839
Q1391360	5840
Q24603	5841
Q1068361	5842
Q83813	5843
Q41211	5844
Q16886170	5845
Q2924138	5846
Q1189650	5847
Q7381085	5848
Q745608	5849
Q31920	5850
Q6837710	5851
Q6837797	5852
Q5492	5853
Q200782	5854
Q885694	5855
Q333544	5856
Q1352232	5857
Q65379	5858
Q2007484	5859
Q7092125	5860
Q349892	5861
Q11963987	5862
Q28935742	5863
Q4685441	5864
Q220289	5865
Q266525	5866
Q55605752	5867
Q16995039	5868
Q5329936	5869
Q3503829	5870
Q5580659	5871
Q791245	5872
Q399987	5873
Q624370	5874
Q510122	5875
Q786242	5876
Q4835754	5877
Q788808	5878
Q2924879	5879
Q16194112	5880
Q1661550	5881
Q721602	5882
Q43379381	5883
Q2408536	5884
Q169962	5885
Q7099566	5886
Q33405	5887
Q1536958	5888
Q17811505	5889
Q614889	5890
Q5364673	5891
Q159288	5892
Q1351447	5893
Q1900344	5894
Q267074	5895
Q916029	5896
Q742661	5897
Q11857638	5898
Q7111972	5899
Q1987589	5900
Q3942185	5901
Q513821	5902
Q213	5903
Q16422	5904
Q17039826	5905
Q4122130	5906
Q5664864	5907
Q39087765	5908
Q1137234	5909
Q188705	5910
Q63214325	5911
Q7883884	5912
Q8613	5913
Q5001874	5914
Q51557538	5915
Q465695	5916
Q2917079	5917
Q245272	5918
Q351822	5919
Q49213	5920
Q671314	5921
Q16236766	5922
Q4743988	5923
Q6477306	5924
Q2508487	5925
Q6815902	5926
Q7953134	5927
Q785304	5928
Q1511154	5929
Q44417422	5930
Q988156	5931
Q1186680	5932
Q529344	5933
Q27231	5934
Q694190	5935
Q30599201	5936
Q4123254	5937
Q4740856	5938
Q206381	5939
Q3041908	5940
Q2449490	5941
Q132241	5942
Q3056521	5943
Q207735	5944
Q1067700	5945
Q26378	5946
Q6815825	5947
Q6485412	5948
Q4383660	5949
Q256380	5950
Q731126	5951
Q185165	5952
Q4910457	5953
Q478615	5954
Q942327	5955
Q1186994	5956
Q5095098	5957
Q46351183	5958
Q3700349	5959
Q37614	5960
Q18706057	5961
Q154038	5962
Q62050652	5963
Q4858820	5964
Q1533	5965
Q6197119	5966
Q14027	5967
Q550397	5968
Q509284	5969
Q18359118	5970
Q18613794	5971
Q1150105	5972
Q11235	5973
Q17285387	5974
Q40435	5975
Q26895	5976
Q108941	5977
Q9424	5978
Q34640	5979
Q61478503	5980
Q25486472	5981
Q7951776	5982
Q1186623	5983
Q16917	5984
Q205326	5985
Q731112	5986
Q13228	5987
Q513	5988
Q55715275	5989
Q2983404	5990
Q7077715	5991
Q50938690	5992
Q4079621	5993
Q1491	5994
Q7128915	5995
Q127216	5996
Q29052	5997
Q1008912	5998
Q174843	5999
Q6545942	6000
Q209593	6001
Q37587	6002
Q7051007	6003
Q7681703	6004
Q27148	6005
Q979844	6006
Q2165933	6007
Q217199	6008
Q6249681	6009
Q6848807	6010
Q1209816	6011
Q58697	6012
Q945827	6013
Q192661	6014
Q245241	6015
Q231911	6016
Q15080224	6017
Q58678	6018
Q36678	6019
Q640652	6020
Q54082	6021
Q6322233	6022
Q464859	6023
Q665659	6024
Q722592	6025
Q194126	6026
Q1344587	6027
Q7572816	6028
Q42462	6029
Q6106159	6030
Q962	6031
Q953583	6032
Q2484611	6033
Q4705236	6034
Q299194	6035
Q10516134	6036
Q7184450	6037
Q202387	6038
Q21621037	6039
Q318508	6040
Q567660	6041
Q410321	6042
Q386216	6043
Q2095419	6044
Q2075576	6045
Q124873	6046
Q395	6047
Q55641455	6048
Q6828961	6049
Q352733	6050
Q3526023	6051
Q7822327	6052
Q3046356	6053
Q5120212	6054
Q3675986	6055
Q1640002	6056
Q986689	6057
Q2027359	6058
Q2013030	6059
Q23831	6060
Q213448	6061
Q2450201	6062
Q3560687	6063
Q94891	6064
Q656533	6065
Q356129	6066
Q43320	6067
Q16974590	6068
Q7949047	6069
Q41323	6070
Q5039965	6071
Q715827	6072
Q27034	6073
Q186215	6074
Q3651008	6075
Q5155096	6076
Q828712	6077
Q7298237	6078
Q18157864	6079
Q4910520	6080
Q16250431	6081
Q1520796	6082
Q1025341	6083
Q56241568	6084
Q7954909	6085
Q59660262	6086
Q507488	6087
Q1181997	6088
Q547607	6089
Q995068	6090
Q214893	6091
Q1861	6092
Q695491	6093
Q840945	6094
Q688333	6095
Q936730	6096
Q750935	6097
Q112807	6098
Q994452	6099
Q1500326	6100
Q648898	6101
Q11142	6102
Q984913	6103
Q4597196	6104
Q4965230	6105
Q21175263	6106
Q6208438	6107
Q7562103	6108
Q222851	6109
Q673217	6110
Q139075	6111
Q94877	6112
Q8262784	6113
Q2454093	6114
Q2139467	6115
Q838380	6116
Q6397147	6117
Q502239	6118
Q1514249	6119
Q374058	6120
Q53247	6121
Q7229213	6122
Q1816032	6123
Q670548	6124
Q1145308	6125
Q28455235	6126
Q25054280	6127
Q1652990	6128
Q18349942	6129
Q39420975	6130
Q908162	6131
Q601319	6132
Q1997	6133
Q59423247	6134
Q5035710	6135
Q103495	6136
Q15056789	6137
Q1354036	6138
Q844517	6139
Q16150145	6140
Q7396979	6141
Q2623024	6142
Q586617	6143
Q45012	6144
Q30041564	6145
Q504339	6146
Q513960	6147
Q5145253	6148
Q17019550	6149
Q5476292	6150
Q380433	6151
Q24534575	6152
Q1036	6153
Q332980	6154
Q13341442	6155
Q7258598	6156
Q265718	6157
Q3259459	6158
Q3747880	6159
Q1433118	6160
Q17143276	6161
Q3046152	6162
Q1074531	6163
Q7591685	6164
Q2504873	6165
Q1349627	6166
Q909430	6167
Q180268	6168
Q18217387	6169
Q2505772	6170
Q1330390	6171
Q26883135	6172
Q334526	6173
Q5246480	6174
Q639657	6175
Q13564789	6176
Q6009257	6177
Q7464	6178
Q434371	6179
Q125074	6180
Q283878	6181
Q27947634	6182
Q2629179	6183
Q483382	6184
Q2505845	6185
Q238877	6186
Q47006467	6187
Q48881	6188
Q7057945	6189
Q3355166	6190
Q42735	6191
Q16841449	6192
Q7450648	6193
Q22003338	6194
Q170510	6195
Q16205820	6196
Q1068933	6197
Q13366062	6198
Q4933035	6199
Q1701386	6200
Q7889985	6201
Q5253374	6202
Q4689697	6203
Q24060921	6204
Q357116	6205
Q289168	6206
Q236939	6207
Q7493372	6208
Q18686160	6209
Q355002	6210
Q6168434	6211
Q272281	6212
Q4898315	6213
Q15216588	6214
Q994159	6215
Q437852	6216
Q19880933	6217
Q52345678	6218
Q979944	6219
Q540289	6220
Q2486563	6221
Q530705	6222
Q7733484	6223
Q65003402	6224
Q20744974	6225
Q259340	6226
Q16233805	6227
Q1091499	6228
Q358093	6229
Q921469	6230
Q22959154	6231
Q7309280	6232
Q109656	6233
Q964198	6234
Q7708089	6235
Q1514432	6236
Q19878351	6237
Q6962612	6238
Q43387164	6239
Q15989104	6240
Q19957723	6241
Q795013	6242
Q4832962	6243
Q3191354	6244
Q8055478	6245
Q4590862	6246
Q1909158	6247
Q965	6248
Q190001	6249
Q16273208	6250
Q206312	6251
Q360993	6252
Q2097315	6253
Q1738589	6254
Q6846901	6255
Q5052966	6256
Q3085981	6257
Q4804638	6258
Q21016310	6259
Q952921	6260
Q842965	6261
Q1186522	6262
Q2027951	6263
Q1036670	6264
Q115376	6265
Q6726018	6266
Q442202	6267
Q6529728	6268
Q984721	6269
Q4818646	6270
Q843999	6271
Q2962826	6272
Q1628688	6273
Q7159134	6274
Q15536378	6275
Q4992437	6276
Q6839886	6277
Q1063573	6278
Q1072040	6279
Q484247	6280
Q5084512	6281
Q16197417	6282
Q5317085	6283
Q581344	6284
Q1649583	6285
Q49113	6286
Q7613608	6287
Q282675	6288
Q7423228	6289
Q199797	6290
Q495345	6291
Q717573	6292
Q555436	6293
Q534851	6294
Q1934684	6295
Q115170	6296
Q41163	6297
Q607	6298
Q23880401	6299
Q201857	6300
Q194369	6301
Q7314658	6302
Q129208	6303
Q56005	6304
Q4678990	6305
Q7082241	6306
Q7700100	6307
Q29558759	6308
Q455833	6309
Q7356949	6310
Q23054	6311
Q843862	6312
Q27926052	6313
Q464241	6314
Q28373915	6315
Q373087	6316
Q3490794	6317
Q268873	6318
Q49244	6319
Q383689	6320
Q24007338	6321
Q13692	6322
Q367155	6323
Q431252	6324
Q1574898	6325
Q7456785	6326
Q6397761	6327
Q1691437	6328
Q1771026	6329
Q483860	6330
Q3191571	6331
Q1631056	6332
Q5211272	6333
Q659251	6334
Q18705081	6335
Q502875	6336
Q1536131	6337
Q3075131	6338
Q7895335	6339
Q50008	6340
Q3522163	6341
Q994772	6342
Q912916	6343
Q52270732	6344
Q17092708	6345
Q17108271	6346
Q1855840	6347
Q3406489	6348
Q949739	6349
Q28449575	6350
Q1569558	6351
Q1136907	6352
Q209636	6353
Q7260972	6354
Q18153958	6355
Q486439	6356
Q16195071	6357
Q16147110	6358
Q24639	6359
Q7414388	6360
Q868616	6361
Q71719	6362
Q154950	6363
Q14793171	6364
Q5317603	6365
Q5973845	6366
Q185888	6367
Q7950867	6368
Q1475645	6369
Q2482999	6370
Q6953774	6371
Q55934795	6372
Q527493	6373
Q620615	6374
Q3888021	6375
Q930309	6376
Q841923	6377
Q3917258	6378
Q6326610	6379
Q16147165	6380
Q5084392	6381
Q48998194	6382
Q1639930	6383
Q4692233	6384
Q27893	6385
Q88	6386
Q127978	6387
Q392	6388
Q19958130	6389
Q15718182	6390
Q156644	6391
Q7826008	6392
Q1459504	6393
Q212235	6394
Q1189670	6395
Q7426695	6396
Q256732	6397
Q463989	6398
Q15916459	6399
Q1054905	6400
Q2225973	6401
Q56276186	6402
Q5321983	6403
Q3047014	6404
Q7539	6405
Q5006772	6406
Q48865290	6407
Q7984375	6408
Q968275	6409
Q459362	6410
Q66048	6411
Q40392	6412
Q7099567	6413
Q51318989	6414
Q29167241	6415
Q207375	6416
Q409367	6417
Q37079	6418
Q836789	6419
Q343616	6420
Q313388	6421
Q6483902	6422
Q6840157	6423
Q976515	6424
Q486296	6425
Q34497	6426
Q2360005	6427
Q5161554	6428
Q1843074	6429
Q5763685	6430
Q33527305	6431
Q3290675	6432
Q3538465	6433
Q5919370	6434
Q1891156	6435
Q7560424	6436
Q2609491	6437
Q182651	6438
Q159334	6439
Q40791	6440
Q1948	6441
Q1818043	6442
Q58445227	6443
Q736674	6444
Q645717	6445
Q3313434	6446
Q213660	6447
Q6064630	6448
Q6517268	6449
Q537853	6450
Q1358690	6451
Q7589606	6452
Q58008685	6453
Q16215523	6454
Q1542536	6455
Q5180554	6456
Q3985379	6457
Q6586790	6458
Q16957	6459
Q46994895	6460
Q12788174	6461
Q502044	6462
Q6742	6463
Q167587	6464
Q6437211	6465
Q593022	6466
Q910866	6467
Q5589503	6468
Q1156726	6469
Q1852803	6470
Q28429810	6471
Q221296	6472
Q868587	6473
Q1096878	6474
Q2134548	6475
Q210447	6476
Q7605233	6477
Q1975746	6478
Q16988929	6479
Q6712679	6480
Q686949	6481
Q928450	6482
Q3247194	6483
Q6972750	6484
Q19824585	6485
Q7698263	6486
Q606839	6487
Q923861	6488
Q13166	6489
Q23111	6490
Q7500015	6491
Q421	6492
Q733482	6493
Q166197	6494
Q20012195	6495
Q3605643	6496
Q59497	6497
Q554280	6498
Q127454	6499
Q15439301	6500
Q2716137	6501
Q1206980	6502
Q262207	6503
Q18151385	6504
Q1327077	6505
Q205495	6506
Q7141820	6507
Q5455765	6508
Q5656984	6509
Q6117927	6510
Q489993	6511
Q1308991	6512
Q29452685	6513
Q7926203	6514
Q4962244	6515
Q11138	6516
Q7144999	6517
Q16234568	6518
Q1710059	6519
Q181642	6520
Q1078222	6521
Q420947	6522
Q202148	6523
Q62709582	6524
Q7613060	6525
Q15079	6526
Q29364	6527
Q3705263	6528
Q1316209	6529
Q26013	6530
Q1721601	6531
Q16973147	6532
Q7452396	6533
Q18705054	6534
Q3112727	6535
Q762853	6536
Q1310967	6537
Q11668	6538
Q1785225	6539
Q108418	6540
Q2112986	6541
Q1898540	6542
Q3564700	6543
Q4117596	6544
Q1515461	6545
Q7191792	6546
Q16987813	6547
Q646089	6548
Q619609	6549
Q855700	6550
Q2872106	6551
Q22006916	6552
Q166871	6553
Q14043	6554
Q547794	6555
Q595978	6556
Q507770	6557
Q59670	6558
Q138585	6559
Q5327809	6560
Q906529	6561
Q8048808	6562
Q1270407	6563
Q15306031	6564
Q445007	6565
Q973051	6566
Q1317158	6567
Q2925002	6568
Q2947427	6569
Q13218302	6570
Q5244519	6571
Q27022329	6572
Q195442	6573
Q832052	6574
Q262708	6575
Q17429750	6576
Q139161	6577
Q16729296	6578
Q6995964	6579
Q152208	6580
Q11259	6581
Q209114	6582
Q864407	6583
Q57655	6584
Q4563287	6585
Q791974	6586
Q230378	6587
Q109232	6588
Q7760219	6589
Q3314079	6590
Q43421	6591
Q824100	6592
Q463465	6593
Q65972748	6594
Q1337797	6595
Q233085	6596
Q16236628	6597
Q16736692	6598
Q597649	6599
Q674309	6600
Q30632053	6601
Q1045461	6602
Q963185	6603
Q7800875	6604
Q1747601	6605
Q10390	6606
Q29057443	6607
Q2402523	6608
Q18157171	6609
Q178348	6610
Q7186810	6611
Q5415395	6612
Q1059152	6613
Q1925894	6614
Q2315802	6615
Q14692574	6616
Q20718	6617
Q489831	6618
Q54314	6619
Q72092	6620
Q6843071	6621
Q381941	6622
Q2288792	6623
Q49225	6624
Q10566263	6625
Q7127984	6626
Q106997	6627
Q25135343	6628
Q927765	6629
Q6689457	6630
Q234137	6631
Q212135	6632
Q15281614	6633
Q268549	6634
Q188648	6635
Q230993	6636
Q129793	6637
Q6597183	6638
Q183344	6639
Q238649	6640
Q50282297	6641
Q3840847	6642
Q5643104	6643
Q12538706	6644
Q6846072	6645
Q159661	6646
Q2001	6647
Q2131379	6648
Q929276	6649
Q6548025	6650
Q5243588	6651
Q156181	6652
Q2305817	6653
Q5197076	6654
Q189603	6655
Q49110	6656
Q213864	6657
Q4354099	6658
Q152088	6659
Q423208	6660
Q7009480	6661
Q129700	6662
Q18149793	6663
Q728383	6664
Q559534	6665
Q2214047	6666
Q755741	6667
Q7054646	6668
Q6541929	6669
Q5601887	6670
Q15972549	6671
Q854	6672
Q42262	6673
Q1594708	6674
Q7732041	6675
Q7571298	6676
Q1045210	6677
Q944639	6678
Q29963917	6679
Q1185930	6680
Q12124758	6681
Q64127	6682
Q3564702	6683
Q170481	6684
Q2917003	6685
Q172284	6686
Q1256992	6687
Q313392	6688
Q15878	6689
Q47492916	6690
Q1770490	6691
Q689585	6692
Q27353	6693
Q30274958	6694
Q574980	6695
Q5213339	6696
Q2445636	6697
Q815147	6698
Q51687	6699
Q7235464	6700
Q783062	6701
Q184872	6702
Q464002	6703
Q2096	6704
Q1951	6705
Q141130	6706
Q1343639	6707
Q18392760	6708
Q7244962	6709
Q2927996	6710
Q503419	6711
Q1033016	6712
Q186	6713
Q649695	6714
Q85	6715
Q10850979	6716
Q110403	6717
Q6689402	6718
Q804409	6719
Q7824379	6720
Q311147	6721
Q23074176	6722
Q1432470	6723
Q866289	6724
Q240937	6725
Q2251	6726
Q1089932	6727
Q41116	6728
Q21623063	6729
Q55497653	6730
